# lamMdRe11	lamMdRe12	lamMdRe13	lamMdRe21	lamMdRe22	lamMdRe23	lamMdRe31	lamMdRe32	lamMdRe33	lamMdIm11	lamMdIm12	lamMdIm13	lamMdIm21	lamMdIm22	lamMdIm23	lamMdIm31	lamMdIm32	lamMdIm33	lamYHd	lam2Yd	mYSd	MYSd	MXM1	MXM2	MXM3
-8.039048779813162682e-02	8.995269491266922723e-04	-2.106106819937420861e-03	-1.410039373890232595e+00	-4.607682177772342083e-03	6.194574910127626476e-03	-3.742077532543801929e-03	2.552476725704370675e-01	4.507146777919078398e-04	-2.403478679527419337e-01	-3.489921299024604335e-04	7.207007277379175701e-04	4.145205340296498342e-01	-6.363300909081472112e-03	2.109350711899541514e-02	1.431072672798809967e-02	-2.037425478659767031e-01	-2.447653285245022310e-04	4.655564956228065016e-02	-2.340660068780720318e-03	2.442941214007877534e+03	2.443230029420303708e+03	1.016104492982756824e+03	1.096273588180277557e+03	1.100295233235363185e+03
-7.035423890351585885e-02	8.299603403732024043e-02	1.326373986397024493e-04	1.839394966889937200e+00	7.555896162840045061e-02	4.164993650487077586e-04	-9.137595327778121057e-02	-1.125518847242748199e+00	3.580969830665626922e-04	5.652444049005813514e-02	-2.440071482520178303e-01	2.221315023010045440e-03	7.343475415892896097e-01	-1.930773997051684621e-01	-1.027534541284035258e-03	1.041781636616782164e-01	-7.718577900411737192e-01	-9.123303824480577485e-04	1.479447137850695105e-03	-1.350165340483852894e-01	1.397471181155832483e+03	1.397487226194234836e+03	2.011476742934472668e+02	2.133050682099128608e+02	2.254252852456158109e+02
1.696307904162694131e-03	-2.040195605570824949e-04	9.255725741960439234e-05	-6.661020292269693721e-01	3.370498075239246327e-02	-1.095857931163523973e-02	8.522603273802477342e-03	-7.905286450904760662e-03	-2.658214127826172279e-02	5.697488121019589433e-04	1.550103327227579392e-03	-1.076498327866537907e-03	-3.850502109291574215e-01	-5.829860584442993210e-02	1.876982446474504199e-02	-2.936151988326404783e-03	-2.380739412656892109e-02	-5.272149577505932938e-02	8.380869019144757820e-03	-2.694058417290745022e-01	2.269394554863548819e+03	2.269450525513731918e+03	1.136977395139141436e+03	1.225845475684861867e+03	1.226028209752214025e+03
-1.125447496359755634e-02	4.390110909416059730e-04	3.040043465223792301e-03	-7.751382948029480469e-01	1.353605113342118416e-02	-2.195950782241172614e-04	5.136500231124397908e-01	1.798842248183264367e-02	-2.593951971764333220e-04	1.240374828321545502e-03	1.720040352829683376e-03	-1.386057901909245856e-03	-1.116907008172099251e-02	1.123254682835308632e-01	8.015345678456719191e-05	-3.451667481189522879e-02	-7.271663205824885345e-02	4.335338840959001480e-06	-1.193897096673905700e-01	-1.238519524452538628e-01	1.109257951283580951e+03	1.107625498257607433e+03	1.086722291339109603e+02	1.640544358336413779e+02	1.652567645695915814e+02
1.909641810125864946e-04	2.594048309937952920e-02	5.281371989402005029e-01	-6.330323198186767227e-06	1.432638796594263436e-02	7.312438742978633055e-02	-1.117525558738225410e-04	6.933134289490201774e-02	-9.964832311874918802e-02	-1.195218700840020357e-04	-3.403584753945474439e-01	3.705176295842031731e-02	8.745904461244639362e-04	-2.265070107937151855e-02	5.087960476630949691e-02	-6.783996288787074586e-04	2.651129455863823411e-02	2.234651306218833067e-01	3.382068201094575594e-02	-2.246881245559956969e-02	1.491401578222834360e+03	1.491745234587869845e+03	1.256876238587823764e+03	1.404163529602667040e+03	1.674585702365695624e+03
-1.310703988856616984e-06	1.716382141829864150e-01	1.426547176751127577e-01	-3.010988588535743827e-04	2.198958731290685115e-03	-6.188434624036886871e-03	-6.858672875359606968e-04	-1.588960326575834889e-03	4.779241403373153500e-03	-1.345268436801103346e-06	3.219610602783594400e-02	-7.603573934395572165e-01	-1.184665862847616817e-03	-1.299208528728420251e-03	-8.971670903542332265e-03	-1.830878122413182431e-03	9.277300433029410766e-04	5.489029602409366618e-03	-1.911139929599131315e-01	-3.208568473272711136e-03	4.234343861111503315e+02	4.165376386691700645e+02	1.198907437075649938e+02	1.202232618820689254e+02	1.264172941619491439e+02
-8.009903744458503165e-04	1.049147211258630628e-04	5.605380770743645423e-04	9.987322918709549274e-04	7.574863178451116986e-04	2.483030841767977048e-04	8.800722767002208951e-05	-1.587427690374730994e-04	-7.579667484418561862e-01	-2.114375729569576237e-04	-3.997010699423482732e-04	-6.245328840805699176e-06	3.660778746107734246e-04	-1.994946912226670550e-03	-1.177064922737956347e-04	-8.397898912038547924e-05	1.515349481981195117e-04	-7.972151062870533877e-01	-1.480933554354753323e-02	-1.132589426000022437e-01	1.337999189392821791e+03	1.337831427385881852e+03	5.769397095009891245e+02	5.769397797685211344e+02	6.058612600895374953e+02
-1.925975621280920499e-03	-5.423740422419724201e-05	2.804281536881234722e-04	-4.847093622887359006e-06	-2.774810750228198231e-01	-1.483259850540659119e-01	1.474986045492048242e-03	-5.835736220695250464e-05	-3.816912443806878830e-02	6.362375546386175862e-04	-8.966196861863986924e-04	5.146520263781715569e-04	3.858337212112120931e-05	-2.848860155891311599e-02	1.445073950999474111e+00	-3.593247393979239412e-05	-8.524017898389435813e-03	-1.024333135059962447e-03	1.225056311667245962e-01	-1.637814241373687987e-03	1.816714468314087298e+03	1.817736193109158194e+03	2.435406578704422316e+02	2.437465525980229586e+02	2.491238201604525386e+02
-3.701595611469910203e-05	5.860115751402537247e-06	8.024581149758394094e-01	7.354682838654683487e-05	-7.672957342365719716e-06	-9.662828147911393245e-03	1.086381889985298856e-05	-3.836965766844629804e-04	3.203372606797523503e-02	-9.698619130063936087e-05	7.084041442554533290e-05	-2.820542890250622992e-01	-1.075690996281836051e-04	-4.637236988436782033e-05	-4.126596773119491773e-03	2.381764650335407868e-05	2.868441016238959507e-04	9.518785159488994674e-02	1.295720029112278938e-02	3.535781546220587157e-02	7.057646811249113625e+02	7.060428780513267384e+02	4.030500323877645883e+02	4.030500343982584468e+02	4.101307889131612114e+02
-9.592284819447569554e-05	-3.930423504797471348e-04	2.507601370514209085e-03	1.024330394731419046e-04	5.991337886981316224e-02	-3.805092414560341529e-01	6.897300719174502374e-04	-1.333665587293662641e-03	-3.887244797815725579e-03	9.663250417061701762e-05	2.002449101750919543e-04	5.237065198407291414e-03	-4.023854947024962432e-05	-2.523130366524841545e-02	-9.038778956848918522e-01	1.519972737203757317e-03	-4.137944753609392075e-03	3.303742089300706723e-03	1.026993519937032667e-02	2.454537981304741583e-03	1.054379681725415594e+03	1.054527295517795892e+03	9.996270522805996279e+02	9.997422208471701879e+02	1.025737456483240294e+03
1.752832368709293306e-02	-4.761102921821221048e-04	2.154715316041729348e-02	-8.425779946919724483e-03	-1.046995091719124665e-01	2.397719744649359080e-03	-1.131866728723198295e-01	3.934394098464505992e-04	-5.813732116621581625e-01	-2.827926816727450651e-02	8.361985961306340684e-03	1.284169505698975339e-02	1.217488169878972078e-03	-3.272063151898617073e-01	1.696351831931822065e-03	1.168129091028170391e-01	-1.664686308840042589e-03	-5.632947111475052893e-01	1.382402399625994906e-02	2.642680386768238646e-03	1.475877267622481440e+03	1.476019222399762839e+03	1.153060636022190465e+03	1.162038638863165261e+03	1.215415968687849727e+03
1.718045677523710198e-05	2.267514234989253738e-03	-1.338070221943713986e-02	-1.115757036103325713e-06	3.009787146649978845e-02	-1.205622593641925588e+00	6.279937696059039592e-03	1.284766804591767246e-04	2.404288814684210369e-03	1.313050263966202215e-05	4.262256187201105928e-04	3.868655277296475375e-02	-2.120302025238823701e-05	8.167489777301553677e-02	4.444486503222527252e-01	9.053415260892407057e-03	1.009516697851133612e-04	-8.061487531771662721e-04	-3.407248766676185814e-01	-5.170042691243812751e-03	2.312311530723826763e+03	2.310077166140622921e+03	8.374930075629208659e+02	8.409872992964420746e+02	1.611522790014936845e+03
-2.367803178325895430e-01	-9.411861680220753520e-03	-2.877362663195957848e-03	1.310811482697572111e-02	-2.173281558927953744e-02	1.182258066788730369e-02	2.562548620623922302e-01	5.664305624462585842e-02	-6.551724448959082847e-02	-9.345056361498033093e-02	2.162910020995109997e-02	-7.762339412478144740e-02	7.346688742835798258e-02	2.235688805886970887e-01	2.609596001695529618e-02	9.881098292355687818e-01	-3.123375882618826399e-02	6.863304837487724762e-03	1.502468088374097135e-02	-1.546887004465578516e-02	1.238922122046533559e+03	1.239105909432197222e+03	6.725588593623376710e+02	8.348352912243975652e+02	8.415893998637081950e+02
-1.167616075182959998e-02	1.094282416858173013e-01	2.570085628492171925e-01	-2.773705548447666846e-04	-5.478278095387636862e-04	9.632701991026954697e-05	-1.286084571531009191e+00	-1.389803529687059364e-02	-3.457722620533400584e-03	6.359154190758600431e-03	-1.051236340184768858e+00	2.680565594056598736e-02	-2.056737807406116409e-04	3.817250707730754513e-05	-3.420218643708266204e-04	-1.502780421443930647e+00	6.595452675459679420e-03	1.075709613574583282e-03	-8.179364137199067811e-03	-7.652148353263282451e-03	2.252209639994866393e+03	2.252154596918385323e+03	7.779101962356411377e+02	8.635520799043267743e+02	8.957386496262184892e+02
5.409396221302723885e-03	3.098043858572640391e-02	2.130811606449591611e-01	3.091437575430441842e-01	-7.857405421107920701e-03	2.842073242834099265e-03	-4.011203372410985374e-03	-6.422836751681945122e-01	1.641086032392515340e-02	-1.698610067916439537e-03	-1.980503271312898661e-02	8.017395334800689888e-01	1.541750254801871556e+00	1.321924442552846078e-03	-3.452374113291472040e-04	-2.928776344989926939e-03	8.148681114069766807e-01	2.434792205034091300e-02	3.894244716399206108e-02	3.454045175450950467e-01	1.050509609736903940e+03	1.051071295975452813e+03	4.012897918830751678e+02	6.092780067039338974e+02	6.672741603895203752e+02
1.808450510299433600e-02	1.090535685378882236e-01	-3.589553769633288191e-03	-2.377187257166749751e-02	-7.058312181604438698e-03	-6.773451330748984922e-02	-3.616262136648579900e-02	1.243193317377832771e-02	-1.365252154988021660e+00	4.858327104731069261e-03	9.192325293692875376e-02	-7.592757805009102239e-05	-9.547680546850990935e-03	4.914945202745506919e-02	-6.145526089134775716e-02	6.567549235641721717e-02	-2.539345693053775971e-02	-7.842003483516711837e-01	1.430198833690557447e-01	-7.680082680345446944e-01	1.521331577008261775e+03	1.522755727794381073e+03	4.144663350522089900e+02	4.145382030734699583e+02	4.249659398837740127e+02
-3.491921671771282959e-02	-1.045098182483751234e-02	-8.566790513845718921e-03	2.506390681641694311e-03	5.410182775531659216e-02	9.909419342533968278e-01	1.737593866988856872e-02	-1.947677385879728884e-01	7.968956841004762315e-02	1.244451481455615544e-02	1.978274692606773067e-03	-1.393171488473390722e-02	-2.507240522850664316e-02	-1.459205640124160708e-01	1.889993398353035925e-01	7.502791919605118591e-03	-1.065558428116181316e-01	9.923334921339693748e-02	-1.982033912200908791e-03	8.395960036789473779e-02	7.850151551955939340e+02	7.849768876782337657e+02	5.770453833873453959e+02	5.794313238442588272e+02	6.115945772502208229e+02
-1.294297807594877933e-04	-2.417980506934512205e-02	-1.048859128912248221e-04	-4.626597735133998468e-03	9.732619926909280529e-04	-6.257782572530059097e-04	-4.021810877314882862e-03	-8.719829521881403611e-06	-4.413599080810174519e-02	4.824054748924800360e-04	-7.671634222745722133e-03	-4.256513639748770199e-05	2.251770790734447698e-03	2.189708023128440414e-03	-1.120574725074011948e-03	-1.021378791074759561e-02	-1.060851679878671690e-05	1.741485118003299401e-02	-3.432256444868027334e-02	2.764209532392277735e-01	7.318302479896773320e+02	7.311190883500104292e+02	6.679554382511587391e+02	6.679849638073613960e+02	6.680792776146992082e+02
-1.470039998911746313e-03	-3.501323685507912176e-01	2.263995973537703561e-04	-5.824978808990224355e-01	7.416647808957633689e-04	-3.138164332313327781e-02	-4.189798987800832930e-02	-4.486515355986820698e-03	9.529846878748512995e-03	-2.840763655918545662e-03	1.480836699514541110e-01	1.216348861818694876e-03	-1.108391190871491627e+00	-7.641440157881246266e-04	1.815644060058034873e-02	2.734770529885842127e-01	-2.548536262380687173e-03	8.219218629184264074e-03	3.177293593147728634e-02	1.081602302615997449e-03	1.307625949615500986e+03	1.307994162801750690e+03	1.059673317729049813e+03	1.267289221872020562e+03	1.287094396150373541e+03
-1.055418213564252375e-02	1.089991804710967573e-03	-1.283706524906271129e+00	6.269179570233941821e-04	2.036778441539526321e-02	-5.229526118509626731e-02	6.673951941663752415e-04	7.235350773548150649e-02	1.973952045749732473e-02	-5.138785151267442203e-02	3.318628301655146291e-03	2.639590364407211620e-01	-1.923245200825865996e-03	5.645211657910070152e-02	-1.497998383512587697e-02	1.228793054998989246e-03	1.868134741153894551e-01	5.384057660813889971e-03	-1.568830733619806517e-01	-6.582698475213273615e-02	1.332451403724512829e+03	1.330665728477718403e+03	7.684051332357111050e+02	7.698416486627496624e+02	8.286201393713248535e+02
4.143962988309777065e-03	6.677721000419105032e-03	-1.020066023286136658e-01	3.780238942707477845e-01	6.534779770955744991e-05	3.360647190966263229e-03	2.689473035221043805e-04	3.632657686803792418e-01	4.037794842470941086e-05	-1.425215689043150954e-03	6.302162003726524339e-03	2.488508092688786477e-01	3.937540469368307483e-01	-3.722330758774052960e-04	-1.248051314972781602e-03	9.892337556740584369e-05	5.535206991535338711e-02	-1.630433313414865817e-02	9.162461990235248877e-01	-1.827631376612077196e-01	1.445410716480018664e+03	1.454986435064871557e+03	3.999669836478891511e+02	4.451931755951097784e+02	4.625500099010943700e+02
1.175729153703577133e-02	2.853925196509469672e-02	1.329986153943393257e-01	-5.458992580826390641e-03	4.870871146597787762e-04	1.848450100499678637e-03	-9.786708680956628104e-02	-4.062096372578841152e-01	2.025596284516333750e-02	8.167026767539010620e-03	-3.710221286159484655e-02	-1.205141038099863393e-01	-3.871486704731496974e-05	-2.756189422364001447e-03	-1.860780254043328287e-03	1.119131828476957358e+00	-3.554945901871835179e-02	1.262540381944008685e-03	-1.440920734579345941e-01	-2.367571525965262835e-03	7.912158379703466835e+02	7.884508624805886257e+02	6.274441114111057232e+02	6.741576390187670995e+02	6.799589438483679942e+02
2.530580810437960387e-04	-9.751702246051121431e-03	-2.536524767239667268e-03	-1.674698238225313029e-03	4.397733865115653401e-04	5.904191995227244731e-05	-5.703603819499871719e-01	2.032051488794229047e-02	-7.412585378260741053e-04	6.402894379425865413e-04	-3.287417190178336997e-03	2.102383158825444319e-03	-3.768707111703324913e-04	-2.575576818786036036e-04	1.555507496664666452e-03	1.433240711256059230e+00	8.090217232300453420e-03	-2.949983505651038933e-04	3.664559882942585323e-03	-1.279588037770133455e-02	4.899563743176008188e+02	4.900697189197168200e+02	4.158407219249845070e+02	4.426752831004345126e+02	4.426817198511748188e+02
8.929459312821164119e-02	-1.501346522568864890e-03	-2.225984183920013413e-04	8.654430568661128920e-01	6.022978051392384284e-03	-1.274008298988816917e-04	-1.577113851991061508e-02	6.512964245656150796e-04	-3.209560727241516764e-03	-1.219222822901752101e-01	3.060900982796854828e-03	4.458031560821134210e-04	3.420629274291984712e-01	-1.364244302589054034e-02	-5.398070168879734454e-04	3.821069075071312909e-02	-7.444170796172290810e-04	8.335831477690753416e-03	-5.877427718695243941e-01	-5.222095233372707479e-02	1.684220712975122296e+03	1.678923365243635089e+03	9.376687777873386267e+02	9.540830096002129039e+02	9.540858608205021483e+02
-3.645080061727263795e-04	2.074466195658906942e-02	-1.712065111779665413e-03	-7.595742027491058090e-01	-5.043939452301551135e-03	1.596535368712555117e-03	1.879821807986438822e-04	-7.558487211696250391e-04	6.177268076731967433e-04	7.660997449142732891e-05	5.391117964016475111e-03	1.010305975274931010e-02	6.546907278586518997e-01	-5.840857483380300710e-03	1.849996262063389020e-03	-1.597842179992630482e-06	2.397195716195701454e-04	1.563182041357013934e-03	-5.176344874534382495e-02	-2.456161969965219849e-01	2.150960375055283748e+03	2.150595609112812326e+03	5.921605206457660415e+02	7.653680448602498245e+02	7.654379775698263302e+02
-9.892810559823463079e-02	7.792881408228216622e-02	-2.784067044974608334e-04	-7.721701811251103775e-01	8.447757632407566775e-02	8.555819703530900410e-05	3.136896268057851652e-03	2.331571926311514853e-04	5.570505450881059255e-07	1.070972152524881427e+00	7.197845908511309176e-03	-2.823861399004040629e-04	1.160969439093492594e+00	5.618680041691277022e-02	2.936759600079381308e-04	7.321373217540670750e-04	-2.277178526126617082e-04	5.064030876381695610e-07	9.697719217743684672e-03	6.070158262278242400e-01	1.581860795355202526e+03	1.581953708091717090e+03	4.210026759215260768e+02	4.363702702822196784e+02	4.364520690812948374e+02
-6.491629113975876109e-04	1.934343217910523870e-03	-1.617108424045823379e-04	3.901765052988216964e-01	7.531697562146745517e-02	-2.008658648519694515e-03	-1.173461540063277075e+00	1.110510547519804291e-02	1.903835562551571504e-03	-1.928252278534833093e-03	3.966887708941297698e-03	-3.654432892465559780e-04	-5.073232265453188061e-01	7.696818073859246212e-02	-4.135331234814070868e-03	-2.152747398049668082e-01	-1.054519936438393646e-01	-4.269195705421276014e-03	-8.659589838947477983e-03	-3.089177056681522999e-03	1.059953383268447851e+03	1.059829554204975921e+03	4.003669029961637875e+02	4.296736448138104265e+02	4.300430568777199483e+02
4.653604860583188466e-03	-8.862438605056616181e-04	2.269431779817319278e-02	-2.563548897172688592e-05	-3.911154988162092172e-01	-1.505041949974792717e-04	-4.869854322092600704e-03	8.162494671188161863e-04	3.479221726055525266e-01	1.450391533514614742e-03	-1.064158897838186338e-03	-7.911843084513096175e-03	-8.476744484721685294e-06	-7.645763858287921155e-02	4.389230923114510979e-04	2.355467924519784925e-03	-4.380688541756217348e-04	6.793533566552725222e-01	1.422952712907224818e-02	-1.231998456082592126e-02	1.660555860378865191e+03	1.660685729726376394e+03	8.693810979287299006e+02	8.897703080207455741e+02	9.442636008569179467e+02
2.927403873906898048e-07	-1.594716543136430941e-04	8.457172060665384822e-03	-3.371554782064304940e-03	-2.396973230648238948e-03	-1.643084397520797480e-04	-2.208081300640471153e-04	3.625357908193232049e-04	-1.951884163007798323e+00	8.344298220588145236e-05	-1.219168441552061888e-04	-2.492246728207998460e-02	-2.820229162502884464e-03	-1.984030974862993624e-03	-8.942016226287532012e-04	-2.887874890535533246e-03	4.704732181523512032e-03	1.495877098804381800e-01	5.649394281612668545e-01	4.594804327257530630e-01	7.180832149232079473e+02	7.299096032832694618e+02	3.207060982738589132e+02	3.207072644370960006e+02	1.367131050840301896e+03
5.396143273487547659e-03	4.371280033442108137e-01	2.829247217886933334e-03	4.006529612952737796e-01	-6.144772052336439604e-03	1.923615188581144497e-02	-8.777126574813686128e-04	9.918485325003239053e-03	1.030578925311905793e-02	-8.468109571446742062e-03	4.059709198864137614e-01	-2.510127206680303098e-03	-5.252619854023892199e-01	-6.752759925350714995e-03	1.472442665263635868e-02	-9.080977226501254931e-05	-2.928662284100961091e-02	3.492723264578100409e-03	1.861580668084463451e-03	3.837596160718779736e-01	1.365162471306314501e+03	1.365183138470738186e+03	7.629244616184710139e+02	7.636645842049681505e+02	7.669770020111426447e+02
-8.212363230787525894e-04	1.942516115709871406e-03	1.245948719192522917e-02	-2.090085219678413653e-01	1.168305672869432606e-02	-2.317123856317881601e-04	1.092020286471179387e-02	-7.479067569131331306e-02	-8.424363320927480859e-05	1.346278688308519354e-03	-1.668347963707737672e-03	2.906945848809884547e-03	-2.310541690239776846e-01	-1.062583132932061296e-02	1.766986236020322439e-04	-3.736275595229419846e-03	-2.160671629831658058e-01	9.751096242136447940e-05	2.019551934463301168e-02	2.059802480234478594e-01	1.247727917611347721e+03	1.247973207196900603e+03	1.142149226122576920e+03	1.146359432185478681e+03	1.151295267721695154e+03
-1.009942948804450291e-04	-5.236308705653888174e-01	-2.648986804208797174e-01	4.891602608219777770e-02	1.355176313283774610e-03	-1.559515719306395730e-03	-7.778442931600949156e-04	1.280363070523869440e-01	-1.650732817728774518e-02	5.228805686277226072e-05	1.618407130947306094e-01	-8.453816078625396857e-01	4.876754389066322026e-02	-5.664469517181275554e-04	3.511664117423408081e-03	-4.097737747576319593e-04	1.023417141717119583e-03	2.205117867911717544e-01	2.977229019024476564e-01	1.171418775741482577e-03	2.230124256122026054e+03	2.232146683638405193e+03	1.349847622908301901e+03	1.402575725574797616e+03	1.489943034624554457e+03
7.225036830448449321e-05	-3.802463191252308111e-03	2.000920441047557632e-03	7.576733050166094578e-05	4.877143432118746509e-04	1.250311109068212412e+00	1.525485403572004843e-03	-1.741013041424984293e-06	6.596901866728267783e-03	1.151971330269479421e-05	-3.747346558515769581e-03	-4.427241159582878324e-03	2.107058941425394107e-04	1.216933532045259315e-03	-5.085210249116020043e-01	9.291005102566796603e-04	2.926027043015854987e-05	2.430951218146123333e-03	4.081042145081013039e-01	7.140135601851159419e-02	2.474950310098466616e+03	2.477448193455373257e+03	1.499820356361313543e+03	1.499822687190246597e+03	1.657247909171209130e+03
2.808398520553259930e-03	7.946015943453946240e-02	9.170657756424761553e-01	6.880996877451317495e-02	9.182424652411657479e-03	-2.213583372734886576e-02	-4.414384317997911353e-03	7.090208149157237183e-02	-5.710366453526213304e-01	-5.366082788808334940e-03	1.772084749849947849e-01	-4.085888618783328208e-01	1.734942650471604786e-01	2.155080215747597495e-03	-3.390162167711895103e-02	-3.176249393582460481e-04	-1.102312003277627073e-01	-3.655881850866459226e-01	7.769748254716147828e-01	-2.951598198633385503e-02	1.318189544980594974e+03	1.327092856376528516e+03	8.253094788700710751e+02	8.256456951003755194e+02	8.493126815020949607e+02
7.176892639548092534e-01	-3.151581205539312220e-03	3.716289910492617940e-05	1.274602687500917366e-04	4.509104007178642696e-10	2.383708149324609109e-03	-4.082556291132857784e-01	-2.908206497428985574e-03	1.538163853908578789e-06	2.197453507169292997e-01	2.019171604809859473e-03	-1.564695334992715703e-04	6.301131240244817276e-04	7.520490750885309459e-06	-2.570263888580041076e-04	1.084825623058625205e-01	5.815275725562484184e-03	7.557095174907520435e-05	3.656717677101031794e-03	1.677184109249247202e-03	2.314609859750826217e+03	2.314633803824973711e+03	9.824186263510630397e+02	1.111675457189358895e+03	1.111684258135577011e+03
-1.157582562169595874e+00	-6.123368381429263735e-04	8.615730112151286785e-03	-6.595296850453653305e-04	7.605432556941370548e-01	4.282361839835889408e-05	-3.335831513644317292e-01	1.108271529967118450e-03	1.011459935903806159e-02	3.923122556654941584e-01	3.821166569107580478e-04	3.133457450097754809e-02	-8.314718244805535674e-05	-3.818274747691277060e-01	1.293892018658546975e-04	1.373624424501575236e-01	-1.396728869245775098e-04	7.677355231524823041e-03	-5.623909527161601550e-03	-1.694413467311107202e-01	2.152069203114945140e+03	2.152029596041661989e+03	8.422193812032433016e+02	9.339009234136912028e+02	1.007565715612341023e+03
1.257334051229699989e+00	-9.616591558240605853e-02	-1.100117452315421858e-02	-9.991810870665475408e-02	2.502044293634188288e-02	9.895821804067761115e-03	2.009219757927604433e-01	3.089632195550065172e-02	1.312605425804373727e-02	-7.274100360700207490e-01	-1.801559847091168398e-01	-7.750277578728371509e-03	1.890551899582278497e-02	-4.072383013179949884e-01	4.993416186295325174e-03	1.921169175909393234e-01	-3.197685272341142110e-02	3.358151711777515591e-02	3.096598512824307314e-01	9.859961466787424411e-02	1.865650472174876313e+03	1.868164376705476798e+03	6.182322558542255138e+02	9.102111217258907345e+02	9.408484046331469699e+02
1.610994814708809292e-04	2.919285121095424899e-05	5.049740583501096530e-02	1.929033014043535622e-04	-3.963821100790477386e-04	7.470371859691263933e-05	-3.708890011969266784e-04	1.952843868526217422e-03	-3.208603879751323329e-01	-1.366466135964594826e-03	-8.733185338941907823e-04	-9.640247757290066818e-03	-1.674338169872959382e-04	3.505635404076696475e-04	-4.542275289244133009e-05	-2.775763030411887411e-04	1.219899650183148406e-03	5.055683110510452716e-01	-1.633699097432209091e-02	-8.649211486618508041e-03	2.397411347971864416e+03	2.397308065760023510e+03	9.711800462148835322e+02	9.711808664885578537e+02	1.042190761006694174e+03
7.626877817876835924e-04	-9.747357533613953962e-02	-7.534332454749587951e-05	5.012423154982601834e-06	1.328426868502083514e-05	-6.297985748154685259e-01	5.411355858817567263e-04	1.986630208949006181e-03	7.076540547108273920e-05	1.276781970733382619e-03	5.721967964280983560e-02	6.486843852931049685e-05	1.169412260827704830e-04	-1.173504948629284058e-04	2.607794628673235429e-02	2.056076658363408275e-04	1.086875036251114691e-03	2.119417542647937123e-04	6.024006121429967969e-02	2.211442233958429635e-02	1.285164117383053053e+03	1.285874338351577080e+03	5.583685949342070671e+02	5.587579028576241171e+02	5.704740948631082347e+02
-2.269992641734786378e-04	4.686489140237538767e-04	2.455395909082608210e-03	2.605290669544720354e-04	7.014402105152431832e-05	7.478714648763333805e-01	-5.157891803628086771e-04	-4.812703901233681314e-04	4.129004999968100553e-01	6.463702123133426133e-05	-6.328564485447444243e-04	-5.080460320931678986e-01	-2.250883789053587461e-04	7.452625119455910706e-04	-2.307777630455074280e-01	6.805405140442515955e-05	7.131129974177415108e-04	-6.202155734176127005e-03	7.889919124667727976e-03	3.717668529812162559e-01	9.955079389273844299e+02	9.956280514497782406e+02	8.398266743410904382e+02	8.398268453057378338e+02	9.604536096573893929e+02
-4.708409258073389392e-01	-6.763083626668373038e-02	3.132677116770443519e-03	-5.722967720526181933e-03	7.222732213255265987e-02	6.026949029637312764e-03	4.469555142232401607e-02	-3.448599820038612540e-01	-1.985457825265938767e-02	-1.807113682112614084e-02	2.728001229537344030e-02	5.691357666351088210e-03	-1.865528543279372162e-02	4.587896247023757340e-02	-9.228348801241074290e-03	7.084351731611628067e-02	-2.070399445062398591e-01	3.285533895311536917e-02	-1.643968683932643584e-03	-1.441675593154996549e-01	1.534897984646345094e+03	1.534881751489542012e+03	2.609170682234881724e+02	2.662649139648386836e+02	2.830722432585594106e+02
1.495373597781012877e-04	-2.106751710663710194e-03	-1.037563023604204474e-04	4.594773292825456395e-04	4.945939968711179875e-05	5.791166296504949001e-04	-1.085863411435164681e-07	1.130904691547197048e-02	1.876475396924754291e+00	1.863153126380331318e-05	3.548929374826314989e-04	1.975339812243972603e-04	7.951389598118255341e-04	-5.784536977986943010e-05	1.587812780318266162e-05	-9.951157005826585049e-07	-3.345576133456123480e-01	6.343142068656348886e-02	-3.119900327524617323e-01	4.094306778036749944e-02	1.681725084202324979e+03	1.678911007758767937e+03	4.214886633460293979e+02	4.226483008430967629e+02	4.579684058802297386e+02
-4.023063546523952404e-04	3.868634781681432738e-02	1.557521818755219735e-03	4.686064415257457649e-01	-5.891038677346609274e-04	9.651396143371755026e-03	-5.368623880138962247e-04	-1.976539134915111882e-03	4.701585514632202617e-02	-1.144763186905974506e-04	3.037846208525865621e-02	1.358261106143624853e-03	-1.613774284937953718e+00	-1.820203493812910377e-04	2.783391295391460935e-03	7.826039017501667128e-04	3.812356833274855835e-04	-6.284112744252015603e-03	2.564600917979910702e-02	1.166347964678012038e-03	2.438605538324106419e+03	2.438764924520897239e+03	8.496375682156890434e+02	9.030623867822781676e+02	9.030636889365114257e+02
-3.475963156077187255e-02	9.867823364364480820e-02	-4.561369461538218595e-02	-4.189550707081837050e-02	2.639937109991141173e-01	4.267261750657426467e-02	-1.254916508825878185e-01	-1.754748925977188956e-01	-7.683055528643611791e-03	5.117294815840853217e-02	1.059487186568725502e-02	1.787950090193154151e-01	7.229576752797947647e-02	1.541098782047417848e-01	-6.657107128432454557e-02	6.228254974351261630e-01	-3.084993688681586174e-02	-8.186152698396552754e-03	8.539333940133651130e-03	4.369565265391116282e-02	4.165042347728184495e+02	4.168148547082461732e+02	1.536591543950666221e+02	1.551235903493132184e+02	1.556194078853188216e+02
