# lamMdRe11	lamMdRe12	lamMdRe13	lamMdRe21	lamMdRe22	lamMdRe23	lamMdRe31	lamMdRe32	lamMdRe33	lamMdIm11	lamMdIm12	lamMdIm13	lamMdIm21	lamMdIm22	lamMdIm23	lamMdIm31	lamMdIm32	lamMdIm33	lamYHd	lam2Yd	mYSd	MYSd	MXM1	MXM2	MXM3	eta
-6.089777374089727468e-07	-2.574939591374640277e-02	-1.843202001217282733e-03	-3.690541030470207394e-04	-5.312043345180048000e-06	-2.535617050423669843e-05	-1.667179893759097734e-03	-3.224059061393207913e-05	1.370845043935089880e+00	5.297038856061536715e-05	-2.070946707675686005e-03	2.107184331738873578e-03	2.819275782359390156e-04	4.658319590407299241e-06	-1.399938066153958544e-04	-8.767249712523513677e-03	-4.219503216748859100e-06	-2.606704199298544578e-01	-2.623750354639330928e-01	6.169410302913106228e-03	5.698024820108614676e+02	5.627803466684629257e+02	5.324551061662021993e+02	5.324676637654928300e+02	5.740764446087567876e+02	4.014650088042980014e-02
-3.666582098594690642e-01	8.215593884894550891e-01	-1.909091367319695753e-01	1.852070887418987566e-01	2.984991563393816216e-01	2.943366014139773279e-01	6.202266746373532322e-04	3.575978259581540563e-04	-7.862489031324915601e-04	-1.326467975165297020e+00	-2.623093013030489695e-01	6.099399484533152976e-02	2.287669071127951259e-01	-4.458590075378257023e-01	-1.906066129404056508e-01	-7.916398101459882054e-05	-1.458223132849723329e-04	9.293132091602444335e-04	9.206074222599098800e-01	-1.078657143691021114e-03	2.168421907056638247e+03	2.174846926093484853e+03	1.104537851641793395e+03	1.120247523729922477e+03	1.134626025946324717e+03	-1.455613234916210835e-02
4.974134934781281742e-03	-2.423290628313261481e-03	2.804232597394254543e-03	8.607455909798258364e-01	6.619395172873713748e-03	-6.268360886896605366e-02	1.388119114458330694e+00	1.795230156731123794e-01	2.032194225788207589e-02	-4.646998763900880326e-03	2.003084133857578695e-03	-1.136113735768058035e-03	-3.387914526893157086e-01	6.307689642279350195e-02	-1.084371022638584980e-01	-8.432944666531678735e-01	2.768969541606334239e-01	1.305763113325008121e-02	-1.277939222293366511e-02	2.018198284891701069e-02	1.396302054889777082e+03	1.396163334896588822e+03	1.172948610674855672e+03	1.433723400226748936e+03	1.441178595633893792e+03	-5.347496730554694017e-02
9.692033513843484327e-03	2.066567869774986813e-02	-1.070180322276879405e-02	-2.146127067581130368e-04	-1.641819411216585559e-04	-1.077324924943654167e-03	7.692016883164390917e-01	6.005005006331529116e-02	3.711718655985069351e-03	1.847750996420561946e-03	-9.841762329379218077e-02	3.480248911741306607e-03	-1.189011896692977903e-05	1.158797487126381724e-04	-4.033327807055485555e-04	-6.116476537373451983e-01	7.554851989795616229e-02	4.509139601992022753e-03	-1.157272489405848648e-02	1.400955355172567307e-03	1.020557361969567523e+03	1.020385483513219697e+03	9.560594782611311757e+02	1.116402634100694286e+03	1.119666345640978761e+03	-1.513043078198044455e-01
1.719433176380142855e-02	-4.460830659677639809e-01	7.161755847133186581e-01	4.684815123561263811e-03	-6.474480002550612838e-03	-3.832042492409828104e-03	3.977022765319897929e-03	9.513549864354632346e-01	-6.092736636569603403e-01	-8.382478813078205956e-03	3.637878772152848272e-01	1.507026020384846898e+00	-1.902118123353165047e-02	6.792866490309872399e-03	-3.592741582670610969e-03	7.377146034025837927e-03	9.618250768568640252e-01	3.647972430060260063e-01	-1.025169919040845173e-01	2.083889435182258165e-01	1.626772574425308903e+03	1.625817178855236534e+03	1.421368851709539058e+03	1.456354305884015730e+03	1.474597627953572101e+03	1.139130524696393455e-02
-1.731374545648986518e-02	6.838581230370326808e-03	7.841662660371770954e-01	-1.631289559998448657e-02	1.731118025970541062e-03	-1.341123394378128787e-04	4.394531968936551958e-01	4.441935803160105278e-01	-5.484569799708216217e-03	8.981957090955032183e-03	1.322555385305402079e-02	1.506140058367138268e+00	-4.109115793693718377e-03	7.981075262009645552e-03	8.429865154197321723e-05	1.448710198610525801e-01	-1.347002625432866196e+00	1.696088089435979565e-02	-1.176279521617640787e-02	5.684816813966043769e-01	1.605937726758788358e+03	1.605826711286867521e+03	1.101556487608076850e+03	1.136244383605278927e+03	1.153068351331452504e+03	1.758741135378090459e-02
-1.636349416445330787e-02	1.467571605987987634e-03	-1.019189335122085670e-02	-1.101268464864690433e+00	1.525183672672710163e-02	6.420375043202802313e-03	2.909926187394166336e-02	-8.621104893706429406e-01	-6.262757441002384060e-05	-9.993912925225442462e-04	4.340517715251787276e-04	7.477830184953747628e-01	-3.301891261099509367e-01	-4.909472718170965894e-02	-2.346417156191622430e-02	-3.883218545666460020e-02	-6.617461451864959932e-01	2.438247240910253275e-03	-4.665550798043809934e-03	5.862309754218987187e-03	1.892408761012244668e+03	1.892371394813221286e+03	9.865181541103468135e+02	9.887636654657355848e+02	9.987242846866104173e+02	-1.584351429210231754e-02
5.431148567180986708e-01	-2.331331539943264867e-03	-2.700606681247356630e-03	1.474672754765737762e-03	1.490795742036663540e-01	1.291992824114269744e+00	-1.622256016704238125e-03	-2.575115904613719045e-02	6.989035132260905392e-02	2.102738762939984976e-02	-1.410154584922024930e-03	3.629762998766264924e-03	1.401248568133305929e-03	7.699483750200077914e-01	-2.503537419314132983e-01	-1.077835344374165763e-03	4.144877506871354894e-02	4.700492967505517927e-02	-9.277787326269452961e-02	-3.105861125300736925e-03	1.519464338942921358e+03	1.518538633373000721e+03	9.369376876198482478e+02	9.405294145141926947e+02	9.530398752598265446e+02	1.194685021829791985e-02
-2.329090775713399744e-02	3.731692526614619476e-01	2.240668015427336405e-03	-6.364139149590538301e-03	1.165327986590935019e-02	4.625745403663078514e-02	2.567645069507472622e-01	-7.390018470648551663e-02	1.789780776464746509e-02	-4.721422754225666589e-03	6.778864458759638334e-02	-5.326003328948203906e-03	-1.685560707557443472e+00	-1.358096471508537031e-02	3.860536257247224306e-03	-1.788340700535985539e-01	-2.890431660418630797e-02	-1.248686109648394771e-02	7.618465125188307319e-01	-2.647020305679025423e-02	1.065683448459075862e+03	1.076463846891926778e+03	6.081163693021336485e+02	7.442012465793497995e+02	7.514126538144556662e+02	-6.492058956517128554e-02
-3.100643981757503242e-04	-2.284847997851184864e-01	1.929977843480563254e-02	2.409615099931019730e-02	-8.889061497812452035e-05	1.964655827384525415e-04	1.745525642561111248e-03	-5.721611857660675177e-02	1.634999842861155850e+00	-8.911105015276735283e-04	-3.577030518161151695e-01	-8.709699183075181317e-03	2.842857910067098093e-02	7.600890075132303060e-04	6.761848659983672033e-05	-3.054747485347305766e-03	1.012169012218915726e-01	9.370226695166128383e-01	-2.433653970613613386e-03	1.674365589771476329e-02	4.984804885937448944e+02	4.984064889611374838e+02	2.624882639489180747e+02	2.630825463504750701e+02	2.734615215584678367e+02	1.177524549118489326e-02
