# RelSem11	RelSem12	RelSem13	RelSem21	RelSem22	RelSem23	RelSem31	RelSem32	RelSem33	ImlSem11	ImlSem12	ImlSem13	ImlSem21	ImlSem22	ImlSem23	ImlSem31	ImlSem32	ImlSem33	lamHSe	lam2Se	mYSe	MXm1	MXm2	MXm3	eta
0.5568379770328094	0.009092086998421536	0.08737066888692305	-0.003123189631419554	-1.0182804765865907	0.03656610716662069	-0.028041801828343205	0.023861676882286284	1.4229932807334083	-0.31218545600718006	0.0064312529432429405	0.15736438999323404	-0.010777327722274964	0.6675400582554708	0.0015787360942203926	0.39660251545377734	0.004105104169330095	0.1021427714062555	-0.0020206983548310756	0.0022704447012043155	1565.1089157751974	865.8618470796314	862.9446882983075	861.0819137990479	-0.0036644862316769075
-0.04336415917970168	-0.0023498287971635335	-1.5390097191930225	0.03124260645499103	-0.6027913328637982	-0.0016924533059112573	-1.381876701131703	-0.027268268752003305	-0.014354130201356993	0.055150305938619894	0.002935697305888986	-1.2333315420603663	0.022354263043216815	-1.3167883015430157	0.00004553001172790468	-0.37642106119950647	-0.02742233088057013	0.04915520210202603	0.0027337685028250005	-0.028501360366246793	2782.9496709269542	1358.6301582912204	1358.4022297773106	1348.4620562324335	-0.004045431714301191
0.0006351511377095497	-0.17821944251952937	0.04697011086659069	-0.02205268606816101	-0.00040331134420868494	-0.021316316633051103	0.00545566680962579	0.0524230274043519	0.585980571131711	-0.00013126350649099786	1.1247332432816675	-0.005225277203687102	-0.10357394869617066	0.000597771509100291	-0.007413355357050714	-0.002746322358657377	-0.010132629612770533	1.625936352438366	0.32759049881704266	-0.018088212665231754	1520.6777901718633	1209.1978576413458	1197.140259389769	1181.3227192808722	-0.007738902208702831
0.0014100733971720196	1.5938502749012557	0.0028250805547937333	-0.00042279042789312467	0.0044123971387958144	-0.6065658224273565	0.6277232681871728	-0.0026488060800727788	-0.0001346869922483006	0.005151141180753305	-0.3209134144619089	0.0022863941615873873	-0.00024183102298238273	0.0006095387838443551	-1.7395082969161386	0.7961339853497355	0.0013420088814025371	-0.0007641156065113538	-0.005793537107695586	-0.0013680384453151136	2168.5878818978235	968.174818092635	966.3426259594459	965.4915017036575	-0.00117002059761909
-1.8122965873662635	-0.001140678268431917	0.006971545828129207	0.011229836085628036	-0.508067335602899	0.09956044387325241	0.21315837884833758	-0.2944135799440891	-0.04061918269178362	0.16778096528666342	-0.0003463570351968607	-0.030781084037577865	0.17735428246677745	0.19711619925153145	0.030539317220950976	-0.13873020168515526	-0.22701404052847735	-0.14361256845360798	-0.5232785941772685	0.003172197889236191	504.0766012578726	378.07015841116015	365.41015538881106	363.7025539221304	0.011710464244253446
-0.025547966573476563	0.39769557898154156	0.0007806936811530288	0.00942759664395922	-0.0023610370660824185	-0.1618726522522053	0.1712763680964033	0.5089047534847244	0.0023724289428662185	-1.7516558951304098	-0.0059038838169711005	-0.0011232092527456695	-0.002262232879505277	0.0016921143242697913	0.5636552450100017	0.11590995980649577	-0.7533294613593006	0.0037930635890219833	0.0019273693889269188	-0.007926377574705067	1157.5534097198943	480.1800008323719	478.9719190860784	478.6080030572488	0.0011871384780790801
-0.061142260924821	0.003707038930036499	-0.16392556554554683	0.04168029368093695	-1.1104301414726931	0.016331946040045536	-0.2810301850593298	-0.0302318643935661	-0.025806562248785653	-0.00537950442987839	0.033373436674397385	1.7598754703405102	-0.032766823290158426	-1.337014225767951	0.030611379248709034	0.7569159289408799	-0.007420415319633019	-0.009889670921677474	0.43211527530233035	-0.003677720354149388	2514.0601053760215	1353.6155091460241	1348.0138266657023	1347.7692156832593	-0.0017483317296173825
-0.19000485877166076	-0.008087074144177649	-0.011492601364592726	-0.000627353984368057	-0.4569881617237793	0.12402297156445777	-0.00643899657985672	-0.42902490378922153	1.1559145782512705	-0.45925333667752666	0.006568182816647444	-0.015938476250982693	-0.00006521224685565027	0.2388917410722221	0.2542723759844698	0.0024921339914634882	-0.6234458490331817	-0.7889399633742042	0.0017652272433299509	0.005292310004966356	1413.9467653387399	1122.7768817940873	1119.024054482382	1111.4116888498354	-0.0056410272013182215
0.07502396673094273	0.05550150018992476	0.00012370344614879084	-0.005930618602086841	0.3960278069038485	0.0914722033222045	-0.008600774542356172	0.36908615767093794	-0.16128895946972419	0.04713083345151377	0.010771889386001486	0.0009331144094706683	0.002344326421638239	0.2673995168880668	-0.5129938353226765	0.0006530236083313982	0.3439601859367644	0.466511387448888	-0.13282026615426445	-0.017287329598758717	410.29420249966245	199.4369467436909	194.76502322473507	194.48059156912848	-0.04897756490387949
0.012726614167619735	-0.3023753474182736	0.09290467742794302	0.5424353392473217	-0.003721557722469576	-0.1493894851566921	0.13544011543810094	0.08924420645471255	0.3805254850081109	-0.02127386191510098	0.6967253327956944	0.02214742914386548	-0.6658157944987703	-0.00800615338057428	-0.12262011315976634	-0.0870143705551257	-0.03759254417063246	0.6074615927083126	-0.2675847020264845	-0.051896799511959114	840.2453478053694	835.7143971388897	832.9750603690168	832.5739579804336	0.018702760917184348
